triangulo,0.19241270918623088,0.010785114298284946,7.243874576386604e-05,4.244860435118129e-06,-1.3816772468623955e-11,-7.561078143813219e-08,7.31420028109086e-11
triangulo,0.18441637570511388,0.007716061946182168,6.186708105156028e-05,3.1005582095347157e-06,-8.931555864125203e-12,-2.4174361199801852e-08,4.200363482928836e-11
triangulo,0.166666666665454,1.4704984341273842e-24,2.1684043449710166e-19,2.1684043449710166e-19,4.70197740328905e-38,-2.6294962271961888e-31,-1.1210387714598497e-44
triangulo,0.22222222226429267,0.012345679012794812,0.00548697112279605,0.00021947921171563075,-2.408554206103721e-07,-2.4386579079893825e-05,-8.78207785766736e-13
triangulo,0.23606761928799938,0.02842295897096906,3.5935015175960275e-05,8.012168357607846e-06,1.3263383161498307e-10,8.81620676747318e-07,-2.9850931454877004e-11
triangulo,0.2624105059142203,0.04002507680897078,0.00028435458318994556,0.00014043312702768956,2.8010625033247315e-08,2.7656809310333374e-05,-1.7141163069266768e-09
triangulo,0.25764594635609844,0.0390769215972404,0.0004777713986507128,0.00011039569039475688,2.3586662082740325e-08,1.6764215509079716e-05,-9.298941738980153e-09
triangulo,0.2323189871578969,0.02705716918648754,0.0006784317760246067,0.00023597286769216547,9.440871572865446e-08,3.8747068449858324e-05,-1.1832293509759384e-09
triangulo,0.32172969363046294,0.07341071964288914,0.0007419456701209925,0.00034852702386799954,1.7540182955217907e-07,8.507133195471423e-05,2.5400346367164166e-08
triangulo,0.24999999999022293,0.03472222222223485,1.0844879763118386e-16,6.514000924192608e-17,5.4175050131402143e-33,-2.380581751940676e-18,7.913661737650244e-34
triangulo,0.22878444596860031,0.02257081786839395,0.0018273365771781613,0.00014617873657636263,1.2442647570549837e-08,-1.1630110770092657e-06,7.451853610947768e-08
triangulo,0.22222222223516042,0.012345679012390592,0.005486968662736666,0.00021947878702218137,-2.408546675344218e-07,-2.4386531891397313e-05,-8.12439639938446e-14
triangulo,0.22222222223516042,0.012345679012592703,0.005486968612495504,0.00021947879038731184,-2.408546719710465e-07,-2.4386532265500392e-05,-7.655449580976099e-14
triangulo,1.6171874999975744,2.489861382385605,0.6496906271536993,0.6319565246339326,0.40493333452202623,0.9957180231131526,-0.0006583692159393972
triangulo,1.6171874999975744,2.489861382385605,0.6496906271536993,0.6319565246339326,0.40493333452202623,0.9957180231131526,-0.0006583692159393972
triangulo,4.58919776275018,20.78670581803176,2.3904587692456114,2.406889051905518,5.773308047856926,10.972961794731317,0.0008772996037604841
triangulo,1.7753772290817311,3.05962997303305,0.3060080800138788,0.2725397004000503,0.07869815331583263,0.46465355779775463,0.001152519406723812
triangulo,0.20486111111131322,0.0020375192901178427,0.004852839114230352,0.0002772218456484123,-2.558591285138951e-07,-1.0343347111861009e-05,-1.947460841207715e-07
triangulo,0.20486111111131322,0.0020375192901178427,0.004852839114230352,0.0002772218456484123,-2.558591285138951e-07,-1.0343347111861009e-05,-1.947460841207715e-07
cuadrado,0.22222222226992017,0.012345679008752613,0.005486969483499613,0.00021947905310273872,-2.40855123540809e-07,-2.4386561452287494e-05,-5.114875913934177e-13
